127.0.0.1 - - [28/Nov/2023:23:43:46 -0800] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/ HTTP/1.1" 200 6897
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/img/diversity-team-five-happy-successful-doctor-standing-together.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/img/happy-doctor-holding-clipboard-with-patients.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/img/different-doctors-doing-surgical-procedure-patient.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/img/4.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/img/fdoc2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/img/mdoc1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/img/mdoc2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /Hospital-System/img/fdoc1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:47 -0800] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:43:56 -0800] "GET /Hospital-System/admin_login.jsp HTTP/1.1" 200 3034
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:44:05 -0800] "POST /Hospital-System/adminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:44:06 -0800] "GET /Hospital-System/admin/index.jsp HTTP/1.1" 200 4839
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:44:13 -0800] "GET /Hospital-System/adminLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:44:13 -0800] "GET /Hospital-System/admin_login.jsp HTTP/1.1" 200 3130
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:44:34 -0800] "POST /Hospital-System/adminLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:44:34 -0800] "GET /Hospital-System/admin/index.jsp HTTP/1.1" 200 4839
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:44:57 -0800] "GET /Hospital-System/admin/doctor.jsp HTTP/1.1" 200 4776
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:45:00 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5404
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:45:41 -0800] "GET /Hospital-System/admin/edit_doctor.jsp?id=13 HTTP/1.1" 200 5037
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:45:55 -0800] "POST /Hospital-System/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:45:55 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5522
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:38 -0800] "GET /Hospital-System/admin/edit_doctor.jsp?id=13 HTTP/1.1" 200 5038
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:44 -0800] "POST /Hospital-System/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:44 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5518
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:46 -0800] "GET /Hospital-System/admin/edit_doctor.jsp?id=12 HTTP/1.1" 200 5034
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:51 -0800] "POST /Hospital-System/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:51 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5515
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:53 -0800] "GET /Hospital-System/admin/edit_doctor.jsp?id=11 HTTP/1.1" 200 5022
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:59 -0800] "POST /Hospital-System/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:49:59 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5511
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:50:01 -0800] "GET /Hospital-System/admin/edit_doctor.jsp?id=10 HTTP/1.1" 200 5029
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:50:06 -0800] "POST /Hospital-System/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:50:06 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5508
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:50:08 -0800] "GET /Hospital-System/admin/edit_doctor.jsp?id=7 HTTP/1.1" 200 5026
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:50:14 -0800] "POST /Hospital-System/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:50:14 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5505
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:50:23 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5388
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:51:08 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5388
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:51:10 -0800] "GET /Hospital-System/admin/edit_doctor.jsp?id=13 HTTP/1.1" 200 5034
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:51:19 -0800] "POST /Hospital-System/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:51:20 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5486
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:51:30 -0800] "GET /Hospital-System/admin/edit_doctor.jsp?id=13 HTTP/1.1" 200 5034
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:51:39 -0800] "POST /Hospital-System/updateDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:51:39 -0800] "GET /Hospital-System/admin/view_doctor.jsp HTTP/1.1" 200 5508
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:52:08 -0800] "GET /Hospital-System/admin/doctor.jsp HTTP/1.1" 200 4776
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:52:56 -0800] "POST /Hospital-System/addDoctor HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:52:56 -0800] "GET /Hospital-System/admin/doctor.jsp HTTP/1.1" 200 4874
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:54:52 -0800] "GET /Hospital-System/admin/index.jsp HTTP/1.1" 200 4839
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:54:56 -0800] "GET /Hospital-System/adminLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:54:56 -0800] "GET /Hospital-System/admin_login.jsp HTTP/1.1" 200 3130
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:54:57 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:05 -0800] "POST /Hospital-System/userLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:05 -0800] "GET /Hospital-System/index.jsp HTTP/1.1" 200 7187
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:14 -0800] "GET /Hospital-System/view_appointment.jsp HTTP/1.1" 200 3606
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:14 -0800] "GET /Hospital-System/img/hospital.jpg HTTP/1.1" 200 66325
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:22 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5948
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:22 -0800] "GET /Hospital-System/img/portrait-removebg-preview.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:22 -0800] "GET /Hospital-System/img/hosb.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:48 -0800] "GET /Hospital-System/userLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:48 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3246
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:49 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5666
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:55:55 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:56:21 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5666
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:56:38 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:56:44 -0800] "GET /Hospital-System/signup.jsp HTTP/1.1" 200 3208
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:56:56 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:57:01 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5666
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:57:24 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3151
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:57:44 -0800] "POST /Hospital-System/userLogin HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:57:44 -0800] "GET /Hospital-System/index.jsp HTTP/1.1" 200 7187
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:57:47 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 5948
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:59:02 -0800] "POST /Hospital-System/addAppointment HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:59:02 -0800] "GET /Hospital-System/user_appointment.jsp HTTP/1.1" 200 6050
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:59:10 -0800] "GET /Hospital-System/view_appointment.jsp HTTP/1.1" 200 3906
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:59:26 -0800] "GET /Hospital-System/userLogout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:59:26 -0800] "GET /Hospital-System/user_login.jsp HTTP/1.1" 200 3246
0:0:0:0:0:0:0:1 - - [28/Nov/2023:23:59:29 -0800] "GET /Hospital-System/doctor_login.jsp HTTP/1.1" 200 3025
